country_code,country,region,year,population,income_per_capita,life_expectancy,fertility_rate,child_mortality,co2_per_capita,people_in_poverty,traffic_deaths,internet_users,cell_phones_total
ita,Italy,Europe & Central Asia,2020,59912769.0,57.0096,82.0,1.24,2.96,6.499,244157.0,4.68,70.48343,77581048.0
jam,Jamaica,Americas,2000,2607826.0,13.3894,74.4,2.35,22.22,2.52,189002.0,5.08,3.11578,366952.0
jam,Jamaica,Americas,2005,2687066.0,14.401,76.9,2.15,19.9,2.59,135411.0,4.53,12.8,1981464.0
jam,Jamaica,Americas,2010,2748568.0,15.5927,77.3,1.8,18.0,2.026,106639.0,4.28,27.67,3181995.0
jam,Jamaica,Americas,2015,2802534.0,16.8829,75.4,1.51,15.52,2.297,51312.0,5.5,42.22122,3137213.0
jam,Jamaica,Americas,2020,2830739.0,18.5213,74.5,1.38,13.2,2.23,45643.0,7.06,76.384,2873259.0
jpn,Japan,East Asia & Pacific,2000,127027789.0,46.3461,81.3,1.35,4.5,12.132,1475865.0,7.96,29.99074,66784374.0
jpn,Japan,East Asia & Pacific,2005,127913330.0,48.3485,82.2,1.25,3.74,12.015,1408087.0,5.64,66.92107,96484000.0
jpn,Japan,East Asia & Pacific,2010,128185275.0,48.2463,83.1,1.36,3.21,11.255,652839.0,3.82,78.21,123287125.0
jpn,Japan,East Asia & Pacific,2015,127275872.0,47.2596,84.1,1.42,2.75,10.641,387730.0,2.86,91.05803,160559734.0
jpn,Japan,East Asia & Pacific,2020,126304543.0,48.1082,84.8,1.3,2.24,9.427,1315670.0,2.04,90.21946,195054893.0
jor,Jordan,Middle East & North Africa,2000,5386945.0,13.1875,71.7,3.86,26.8,3.414,62138.0,22.62,2.62328,388949.0
jor,Jordan,Middle East & North Africa,2005,6029587.0,15.0894,72.8,3.65,23.21,4.243,30372.0,19.47,12.9329,3137700.0
jor,Jordan,Middle East & North Africa,2010,7297043.0,17.3276,74.9,3.78,20.07,3.863,11741.0,16.85,27.2,6620000.0
jor,Jordan,Middle East & North Africa,2015,9544729.0,15.1575,76.6,3.14,17.46,3.737,26906.0,13.35,54.22,13797968.0
jor,Jordan,Middle East & North Africa,2020,10865228.0,14.2731,75.3,2.79,15.01,2.653,38903.0,12.3,78.4178,6987891.0
kaz,Kazakhstan,Europe & Central Asia,2000,15501103.0,6.5234,65.8,1.9,42.5,6.871,3451987.0,15.07,0.66859,197300.0
kaz,Kazakhstan,Europe & Central Asia,2005,15968117.0,8.349,65.7,2.27,31.02,8.885,2447048.0,24.47,2.9617,5398000.0
kaz,Kazakhstan,Europe & Central Asia,2010,16836810.0,11.2858,68.7,2.61,20.37,8.21,116683.0,20.36,31.6,19402600.0
kaz,Kazakhstan,Europe & Central Asia,2015,18084169.0,13.2801,71.9,2.76,11.87,11.622,24365.0,15.31,70.82993,26309300.0
kaz,Kazakhstan,Europe & Central Asia,2020,19482117.0,14.3951,71.7,3.13,10.02,9.721,12003.0,13.58,85.9426,24293900.0
ken,Kenya,Sub-Saharan Africa,2000,30642890.0,5.6957,57.2,5.14,98.46,0.395,11695886.0,26.52,0.31806,127404.0
ken,Kenya,Sub-Saharan Africa,2005,35796484.0,5.0156,59.7,4.8,76.28,0.319,15613214.0,26.3,3.1019,4611970.0
ken,Kenya,Sub-Saharan Africa,2010,41598567.0,5.0746,64.4,4.45,57.42,0.402,17235186.0,29.2,7.2,24968891.0
ken,Kenya,Sub-Saharan Africa,2015,47088526.0,5.1342,67.0,3.77,48.91,0.577,18131773.0,29.52,16.58785,37715944.0
ken,Kenya,Sub-Saharan Africa,2020,52217334.0,4.238,66.6,3.36,42.18,0.515,23151384.0,32.82,24.7228,61408904.0
kir,Kiribati,East Asia & Pacific,2000,88613.0,6.7415,66.9,4.07,68.13,0.391,16864.0,7.14,1.78523,300.0
kir,Kiribati,East Asia & Pacific,2005,98035.0,5.9517,68.0,3.76,64.66,0.636,23073.0,7.26,4.0,650.0
kir,Kiribati,East Asia & Pacific,2010,108704.0,6.3626,68.9,3.9,64.41,0.57,22550.0,7.92,9.07,10595.0
kir,Kiribati,East Asia & Pacific,2015,116815.0,6.6598,70.1,3.44,57.64,0.562,12825.0,7.94,14.9,41000.0
kir,Kiribati,East Asia & Pacific,2020,126099.0,6.6885,70.5,3.25,49.47,0.596,8621.0,7.56,52.9509,54661.0
kwt,Kuwait,Middle East & North Africa,2000,1954709.0,56.5582,75.3,2.89,12.41,16.951,882.0,25.31,6.7314,476000.0
kwt,Kuwait,Middle East & North Africa,2005,2236788.0,75.8871,76.5,2.73,11.4,29.206,491.0,22.44,25.9261,1382084.0
kwt,Kuwait,Middle East & North Africa,2010,2943372.0,60.7831,78.0,2.04,10.36,26.366,1047.0,17.13,61.4,3979145.0
kwt,Kuwait,Middle East & North Africa,2015,3834454.0,55.7696,79.6,2.03,8.76,24.385,1492.0,13.39,82.0,7664743.0
kwt,Kuwait,Middle East & North Africa,2020,4400144.0,47.6683,78.6,2.1,8.85,22.11,2569.0,10.2,99.10587,6770346.0
kgz,Kyrgyz Republic,Europe & Central Asia,2000,5025145.0,2.9351,67.0,2.58,49.82,1.242,3280629.0,13.18,1.0414,9000.0
kgz,Kyrgyz Republic,Europe & Central Asia,2005,5246332.0,4.4676,67.4,2.65,39.24,1.416,1885741.0,20.24,10.5338,541652.0
kgz,Kyrgyz Republic,Europe & Central Asia,2010,5491761.0,6.087,69.4,3.1,29.54,2.047,672868.0,19.85,16.3,5275477.0
kgz,Kyrgyz Republic,Europe & Central Asia,2015,6001882.0,5.9377,71.8,3.21,22.31,2.741,684079.0,17.47,30.247,7579439.0
kgz,Kyrgyz Republic,Europe & Central Asia,2020,6664140.0,6.2824,71.6,3.05,17.54,2.573,688102.0,11.16,72.0,7315900.0
lao,Lao,East Asia & Pacific,2000,5431212.0,3.7725,56.9,4.43,107.2,0.436,2774390.0,21.27,0.11104,12681.0
lao,Lao,East Asia & Pacific,2005,5869523.0,4.4467,61.1,3.69,86.84,0.393,2364216.0,20.78,0.8504,657528.0
lao,Lao,East Asia & Pacific,2010,6334194.0,5.4279,63.9,3.14,68.27,0.355,1736331.0,22.7,7.0,4003395.0
lao,Lao,East Asia & Pacific,2015,6801645.0,6.5644,65.4,2.8,53.81,1.055,1303267.0,22.73,18.2,3727162.0
lao,Lao,East Asia & Pacific,2020,7346533.0,7.4114,66.2,2.54,44.04,3.024,1202401.0,23.29,54.0,4636690.0
lva,Latvia,Europe & Central Asia,2000,2368313.0,13.0817,70.3,1.24,14.21,6.114,63505.0,23.25,6.31906,401272.0
lva,Latvia,Europe & Central Asia,2005,2239784.0,17.5986,70.9,1.39,10.48,5.975,67481.0,18.52,46.0,1871602.0
lva,Latvia,Europe & Central Asia,2010,2097831.0,20.5971,73.3,1.37,7.8,6.319,47192.0,10.21,68.42,2306100.0
lva,Latvia,Europe & Central Asia,2015,1977867.0,28.1821,75.1,1.71,5.03,5.992,21654.0,8.87,79.20058,2590000.0
lva,Latvia,Europe & Central Asia,2020,1901123.0,39.1322,75.8,1.55,4.11,7.308,10767.0,6.84,88.89796,2051359.0
lbn,Lebanon,Middle East & North Africa,2000,4329340.0,16.4215,79.3,2.6,19.89,4.028,9860.0,10.67,7.95274,743000.0
lbn,Lebanon,Middle East & North Africa,2005,4671102.0,18.9273,80.6,2.29,14.05,3.547,7710.0,9.65,10.14,993557.0
lbn,Lebanon,Middle East & North Africa,2010,5041288.0,25.2391,80.4,2.26,10.19,4.041,1538.0,9.67,43.68,2863664.0
lbn,Lebanon,Middle East & North Africa,2015,6472469.0,17.9976,79.0,2.38,8.28,3.692,18502.0,10.69,74.0,4657651.0
lbn,Lebanon,Middle East & North Africa,2020,5702398.0,11.8254,72.9,2.31,6.98,3.592,57463.0,13.1,82.0665,4288221.0
lso,Lesotho,Sub-Saharan Africa,2000,2003913.0,2.9546,47.9,3.61,106.92,0.911,1358260.0,44.45,0.21181,21600.0
lso,Lesotho,Sub-Saharan Africa,2005,1953076.0,2.9003,42.7,3.43,116.09,1.009,1265466.0,53.1,2.5802,249786.0
lso,Lesotho,Sub-Saharan Africa,2010,1996251.0,3.6796,53.3,3.25,96.42,1.141,1002311.0,41.01,3.86,987448.0
lso,Lesotho,Sub-Saharan Africa,2015,2104611.0,4.6684,51.7,3.22,94.61,1.14,945670.0,41.46,25.0,2140141.0
lso,Lesotho,Sub-Saharan Africa,2020,2235727.0,4.4191,56.3,2.85,89.5,1.263,1030234.0,34.33,43.6575,1562648.0
lbr,Liberia,Sub-Saharan Africa,2000,2928117.0,4.0265,51.7,5.88,189.67,0.148,1425485.0,24.42,0.0177,1500.0
lbr,Liberia,Sub-Saharan Africa,2005,3301015.0,2.9721,56.0,5.52,129.59,0.204,2105529.0,21.48,0.5514,160000.0
lbr,Liberia,Sub-Saharan Africa,2010,4058890.0,3.8019,57.9,5.06,99.82,0.196,1978803.0,22.81,2.3,1571308.0
lbr,Liberia,Sub-Saharan Africa,2015,4659431.0,4.8371,57.7,4.52,88.25,0.27,1526736.0,24.08,10.0,3652000.0
lbr,Liberia,Sub-Saharan Africa,2020,5149463.0,4.3995,58.2,4.17,78.11,0.324,2019110.0,28.09,22.9107,1653000.0
lby,Libya,Middle East & North Africa,2000,5305021.0,18.0405,73.0,2.91,28.1,8.741,133395.0,28.54,0.18704,40000.0
lby,Libya,Middle East & North Africa,2005,5858798.0,22.039,73.3,2.77,23.13,8.923,106901.0,26.59,3.9178,2000000.0
lby,Libya,Middle East & North Africa,2010,6497839.0,22.428,74.0,2.6,16.59,9.87,97888.0,21.65,14.0,10900000.0
lby,Libya,Middle East & North Africa,2015,6531819.0,12.9533,72.9,2.71,13.27,8.794,183019.0,18.75,25.0,9747080.0
lby,Libya,Middle East & North Africa,2020,7045399.0,10.5989,72.2,2.51,10.85,8.101,221291.0,17.71,74.3581,11624000.0
lie,Liechtenstein,Europe & Central Asia,2000,33113.0,,78.6,1.57,14.33,6.54,73.0,,36.51523,10000.0
lie,Liechtenstein,Europe & Central Asia,2005,34691.0,,81.1,1.49,9.08,6.601,49.0,,63.3714,27503.0
lie,Liechtenstein,Europe & Central Asia,2010,35999.0,,82.1,1.44,7.87,5.305,44.0,,80.0,35500.0
lie,Liechtenstein,Europe & Central Asia,2015,37400.0,,82.8,1.43,7.17,4.246,40.0,,96.6412,40950.0
lie,Liechtenstein,Europe & Central Asia,2020,38767.0,,82.0,1.46,5.95,3.708,40.0,,94.35,48887.0
ltu,Lithuania,Europe & Central Asia,2000,3500402.0,12.7285,71.9,1.38,10.72,5.587,48707.0,19.71,6.42707,524000.0
ltu,Lithuania,Europe & Central Asia,2005,3322263.0,18.2206,71.1,1.29,9.03,6.359,94341.0,22.35,36.22,4353447.0
ltu,Lithuania,Europe & Central Asia,2010,3097720.0,21.4925,72.9,1.5,6.04,6.565,46349.0,11.97,62.12,4890979.0
ltu,Lithuania,Europe & Central Asia,2015,2905764.0,31.7925,74.7,1.71,4.93,6.917,18348.0,9.15,71.37806,4184053.0
ltu,Lithuania,Europe & Central Asia,2020,2795765.0,48.7067,75.2,1.49,2.9,7.158,10711.0,6.76,83.05555,3671995.0
lux,Luxembourg,Europe & Central Asia,2000,436132.0,76.7079,78.1,1.76,4.52,19.119,,11.98,22.88733,303274.0
lux,Luxembourg,Europe & Central Asia,2005,465363.0,86.8429,79.6,1.63,3.36,30.85,198.0,8.14,70.0,510000.0
lux,Luxembourg,Europe & Central Asia,2010,507410.0,84.7565,80.9,1.62,2.83,21.163,98.0,5.4,90.62,727000.0
lux,Luxembourg,Europe & Central Asia,2015,569536.0,79.5255,82.1,1.46,2.77,19.213,1738.0,4.07,96.37671,806800.0
lux,Luxembourg,Europe & Central Asia,2020,630597.0,100.8472,82.5,1.36,2.91,12.574,,2.88,98.45963,838120.0
mdg,Madagascar,Sub-Saharan Africa,2000,16516338.0,2.2273,57.1,5.67,105.37,0.161,11522558.0,38.7,0.19639,63094.0
mdg,Madagascar,Sub-Saharan Africa,2005,19159707.0,2.0947,59.7,5.2,84.81,0.155,10357912.0,34.3,0.5677,510269.0
mdg,Madagascar,Sub-Saharan Africa,2010,22183340.0,1.8229,60.7,4.9,69.32,0.148,14295636.0,36.75,1.7,7711721.0
mdg,Madagascar,Sub-Saharan Africa,2015,25426702.0,1.7232,61.4,4.34,59.01,0.195,16850775.0,40.36,4.174,10693765.0
mdg,Madagascar,Sub-Saharan Africa,2020,28953556.0,1.6366,61.6,4.17,50.26,0.192,19875141.0,44.43,11.3547,15869000.0
mwi,Malawi,Sub-Saharan Africa,2000,11315942.0,4.1979,44.9,6.0,174.59,0.073,7535336.0,40.41,0.12678,49000.0
mwi,Malawi,Sub-Saharan Africa,2005,12840031.0,2.7584,49.2,5.85,110.54,0.065,9405164.0,37.96,0.3845,421163.0
mwi,Malawi,Sub-Saharan Africa,2010,14826463.0,2.8481,57.3,5.26,84.18,0.065,10695317.0,37.72,2.26,3117364.0
mwi,Malawi,Sub-Saharan Africa,2015,17085587.0,3.0818,60.7,4.38,53.3,0.057,11964341.0,41.02,6.0,6566707.0
mwi,Malawi,Sub-Saharan Africa,2020,19533888.0,2.5441,61.2,3.88,38.98,0.127,14544943.0,46.46,13.8995,10004680.0
mys,Malaysia,East Asia & Pacific,2000,22967816.0,19.7402,72.7,2.94,10.19,4.941,904078.0,27.42,21.38473,5121748.0
mys,Malaysia,East Asia & Pacific,2005,25836071.0,20.0947,74.2,2.39,8.21,5.46,613379.0,24.15,48.62917,19545000.0
mys,Malaysia,East Asia & Pacific,2010,28655776.0,24.7365,74.9,2.14,8.06,6.407,306613.0,23.61,56.3,33858700.0
mys,Malaysia,East Asia & Pacific,2015,31232798.0,33.5524,75.2,2.01,8.05,7.292,41578.0,21.64,71.06407,44104000.0
mys,Malaysia,East Asia & Pacific,2020,33889558.0,38.9475,76.6,1.68,8.62,7.281,17540.0,16.49,89.55501,43723600.0
mdv,Maldives,South Asia,2000,282019.0,6.7208,71.1,2.69,38.96,1.614,62464.0,4.74,2.20387,7638.0
mdv,Maldives,South Asia,2005,306429.0,7.3296,73.2,2.2,21.46,1.882,61090.0,4.82,6.86961,203620.0
mdv,Maldives,South Asia,2010,360792.0,9.2784,74.7,2.35,13.85,2.557,35985.0,4.91,26.53,494351.0
mdv,Maldives,South Asia,2015,428154.0,16.4485,75.7,2.0,9.79,2.862,4054.0,4.33,54.462,739790.0
mdv,Maldives,South Asia,2020,502118.0,11.5523,76.0,1.61,6.46,3.03,,4.05,79.0978,717708.0
mli,Mali,Sub-Saharan Africa,2000,11559290.0,2.6099,53.1,6.89,187.42,0.076,9086682.0,38.85,0.14255,10398.0
mli,Mali,Sub-Saharan Africa,2005,13538647.0,3.1225,58.2,6.71,156.37,0.072,8792918.0,33.47,0.5071,761986.0
mli,Mali,Sub-Saharan Africa,2010,15945198.0,3.2282,60.8,6.58,130.28,0.131,9706009.0,34.51,2.0,7440383.0
mli,Mali,Sub-Saharan Africa,2015,18593022.0,4.4518,61.7,6.39,108.31,0.178,9217129.0,31.88,10.33,22698915.0
mli,Mali,Sub-Saharan Africa,2020,21713836.0,4.9763,61.3,5.85,91.05,0.187,7120380.0,32.41,29.113,25315598.0
mlt,Malta,Europe & Central Asia,2000,399895.0,34.3722,78.3,1.67,7.79,11.459,1890.0,5.31,13.11371,114444.0
mlt,Malta,Europe & Central Asia,2005,413320.0,36.6396,79.5,1.38,6.95,7.969,1798.0,4.37,41.24,323980.0
mlt,Malta,Europe & Central Asia,2010,422651.0,41.5475,80.9,1.38,6.67,14.004,980.0,3.15,63.0,455579.0
mlt,Malta,Europe & Central Asia,2015,444981.0,49.235,82.0,1.38,6.57,18.345,289.0,2.37,75.96002,524161.0
mlt,Malta,Europe & Central Asia,2020,518207.0,61.4934,82.2,1.13,3.58,16.522,1870.0,1.83,86.85876,633123.0
mhl,Marshall Islands,East Asia & Pacific,2000,50706.0,7.584,62.0,4.7,42.0,1.951,3972.0,21.1,1.53427,447.0
mhl,Marshall Islands,East Asia & Pacific,2005,51906.0,8.1323,62.8,4.28,41.02,2.057,3428.0,19.72,3.8787,660.0
mhl,Marshall Islands,East Asia & Pacific,2010,52044.0,8.5206,63.1,3.67,38.99,2.407,3199.0,17.92,7.0,
mhl,Marshall Islands,East Asia & Pacific,2015,48800.0,9.3204,63.5,3.13,35.4,2.49,2473.0,16.92,19.2824,15500.0
mhl,Marshall Islands,East Asia & Pacific,2020,42706.0,12.8071,63.7,2.99,30.69,2.559,1088.0,17.35,56.4191,16000.0
mrt,Mauritania,Sub-Saharan Africa,2000,2613441.0,5.6002,63.7,5.46,112.47,0.424,811783.0,17.93,0.19203,15300.0
mrt,Mauritania,Sub-Saharan Africa,2005,2939059.0,5.976,64.6,5.38,108.06,0.475,759000.0,16.92,0.67,745615.0
mrt,Mauritania,Sub-Saharan Africa,2010,3390965.0,6.8198,66.0,5.38,95.6,0.561,618569.0,15.64,4.0,2776050.0
mrt,Mauritania,Sub-Saharan Africa,2015,3965959.0,7.2342,67.4,5.21,82.68,0.609,453560.0,14.05,17.6,3644483.0
mrt,Mauritania,Sub-Saharan Africa,2020,4600131.0,6.9742,66.1,4.91,70.81,0.605,526037.0,14.72,29.9065,5808909.0
mus,Mauritius,Sub-Saharan Africa,2000,1216629.0,12.1841,72.0,1.98,18.78,4.072,32842.0,14.24,7.28154,180000.0
mus,Mauritius,Sub-Saharan Africa,2005,1257215.0,13.4581,72.8,1.82,15.64,3.554,19184.0,12.25,15.1722,656828.0
mus,Mauritius,Sub-Saharan Africa,2010,1282709.0,15.2051,74.0,1.5,14.49,3.829,14965.0,13.22,28.33,1190900.0
mus,Mauritius,Sub-Saharan Africa,2015,1292275.0,16.8364,74.8,1.32,14.48,3.962,11637.0,12.43,50.13932,1762300.0
mus,Mauritius,Sub-Saharan Africa,2020,1283223.0,16.0089,74.6,1.39,16.51,4.472,12130.0,11.6,67.73291,1912900.0
mex,Mexico,Americas,2000,98625552.0,12.5906,74.5,2.71,28.38,4.492,16550152.0,19.93,5.08138,14077880.0
mex,Mexico,Americas,2005,105811504.0,13.7076,75.3,2.5,22.95,4.631,13178173.0,19.22,17.21,47128746.0
mex,Mexico,Americas,2010,113623895.0,13.7151,75.4,2.34,19.2,4.429,10244809.0,18.64,31.05,91383493.0
mex,Mexico,Americas,2015,121072306.0,14.9333,76.2,2.14,16.21,4.467,7353362.0,15.14,57.43104,107688282.0
mex,Mexico,Americas,2020,126799054.0,15.4173,71.4,1.99,13.67,3.413,5891874.0,12.67,71.49017,122898392.0
fsm,"Micronesia, Fed. Sts.",East Asia & Pacific,2000,112044.0,8.5817,63.3,4.22,37.76,1.161,18064.0,14.3,3.73486,
fsm,"Micronesia, Fed. Sts.",East Asia & Pacific,2005,111412.0,8.8192,64.7,3.6,34.69,1.14,18240.0,13.25,11.8814,14094.0
fsm,"Micronesia, Fed. Sts.",East Asia & Pacific,2010,107540.0,7.0282,65.5,3.27,33.11,0.998,23463.0,11.93,20.0,27518.0
fsm,"Micronesia, Fed. Sts.",East Asia & Pacific,2015,108716.0,6.2345,66.1,3.05,28.89,1.313,26684.0,11.13,31.5011,22505.0
fsm,"Micronesia, Fed. Sts.",East Asia & Pacific,2020,110916.0,6.3358,66.3,2.85,24.64,1.327,27556.0,10.09,39.3833,22000.0
mda,Moldova,Europe & Central Asia,2000,4234967.0,4.3678,68.9,1.5,31.51,0.851,1744017.0,14.5,1.28285,139000.0
mda,Moldova,Europe & Central Asia,2005,3988669.0,6.7926,69.2,1.53,20.05,1.188,699203.0,15.01,14.63027,1089800.0
mda,Moldova,Europe & Central Asia,2010,3631992.0,12.9861,70.5,1.7,17.15,1.183,35315.0,12.73,29.68,2550592.0
mda,Moldova,Europe & Central Asia,2015,3287164.0,14.0124,72.4,1.87,15.76,1.176,2759.0,10.27,69.0,3713137.0
mda,Moldova,Europe & Central Asia,2020,3069131.0,14.3863,73.1,1.77,14.5,1.193,567.0,7.14,74.1183,3420383.0
mco,Monaco,Europe & Central Asia,2000,32455.0,368.7642,76.9,2.08,5.1,,,6.84,42.18486,13927.0
mco,Monaco,Europe & Central Asia,2005,32210.0,430.8192,77.4,2.01,4.5,,,6.15,55.4648,17191.0
