DATE,CONFIRM,RELEASE,QUARANT,DEATH,TOTAL_TEST,UNDER_TEST,NEGATIVE,AVAR16,AVAR1,AVAR2,AVAR3,AVAR4,AVAR5,AVAR6,AVAR7,AVAR8,AVAR9,AVAR10,AVAR11,MALE,FEMALE,AGE00,AGE10,AGE20,AGE30,AGE40,AGE50,AGE60,AGE70,AGE80_above,AVAR12,AVER13,AVAR14,AVAR15,SEOUL,BUSAN,DAEGU,INCHEON,GWANGJU,DAEJEON,ULSAN,SEJONG,GYEONGGI,GANGWON,CHUNGBUK,CHUNGNAM,JEONBUK,JEONNAM,GYEONGBUK,GYEONGNAM,JEJU,Lazaretto
08JUL20,13243,11970,988,285,1359734,24012,1322479,31,62,0.0047037402,6,0.0061099796,13540,0.0100579857,0.0099144882,0.0045790251,0.0215208034,1.4090909091,56,5738,7505,208,733,3434,1577,1738,2363,1736,886,568,7690,5553,0.0061371208,0.0036105911,1385,156,6926,355,129,143,55,50,1315,67,66,179,32,29,1393,140,20,804
09JUL20,13293,12019,987,287,1371771,23912,1334566,26,50,0.0037755796,-1,-0.001012146,12037,0.0088524667,0.0098623076,0.0041538589,0.0215903107,0.8064516129,49,5766,7527,210,737,3445,1584,1749,2373,1739,887,569,7725,5568,0.004879749,0.0029313791,1393,156,6926,358,144,149,55,50,1323,67,66,180,33,29,1393,142,20,809
10JUL20,13338,12065,985,288,1384890,23527,1348025,22,45,0.0033852404,-2,-0.002026342,13119,0.0095635496,0.0097975338,0.0034301395,0.0215924426,0.9,46,5802,7536,213,740,3455,1593,1754,2381,1742,890,570,7755,5583,0.0062434964,0.0011956955,1401,156,6926,359,147,156,55,50,1337,67,68,180,33,32,1393,145,20,813
11JUL20,13373,12144,941,288,1396941,22950,1360618,20,35,0.0026240816,-44,-0.044670051,12051,0.0087017741,0.0097329604,0.0029043233,0.0215359306,0.7777777778,79,5824,7549,214,740,3463,1599,1756,2389,1744,894,574,7772,5601,0.0037917959,0.0017250531,1409,156,6926,360,156,158,55,50,1341,67,68,181,35,32,1393,145,20,821
12JUL20,13417,12178,950,289,1402144,21830,1366897,19,44,0.0032902116,9,0.0095642933,5203,0.0037245667,0.0097202521,0.0084566596,0.0215398375,1.2571428571,34,5856,7561,216,746,3467,1612,1761,2392,1753,895,575,7802,5615,0.0054945055,0.0015896145,1416,156,6926,360,161,159,55,50,1358,67,68,181,36,32,1393,146,20,833
13JUL20,13479,12204,986,289,1408312,21845,1372988,20,62,0.0046210032,36,0.0378947368,6168,0.0043989776,0.0097218325,0.0100518807,0.0214407597,1.4090909091,26,5895,7584,219,750,3485,1627,1770,2396,1758,898,576,7851,5628,0.0066598361,0.0030419257,1429,156,6927,363,168,159,55,50,1369,69,69,185,36,32,1393,148,20,851
14JUL20,13512,12282,941,289,1420616,24289,1382815,17,33,0.0024482528,-45,-0.045638945,12304,0.0087367004,0.0096768164,0.0026820546,0.0213883955,0.5322580645,78,5911,7601,221,752,3491,1632,1773,2402,1773,902,577,7869,5654,0.0027141645,0.0022415612,1436,156,6927,363,169,160,55,50,1378,69,70,185,38,32,1393,148,20,863
15JUL20,13551,12348,914,289,1431316,23297,1394468,17,39,0.0028863233,-27,-0.02869288,10700,0.0075319439,0.0096241599,0.0036448598,0.0213268393,1.1818181818,66,5944,7607,222,753,3495,1640,1782,2411,1769,902,577,7892,5659,0.0055828117,0.0007893698,1442,156,6927,364,170,163,55,50,1383,69,70,185,38,32,1393,148,20,886
16JUL20,13612,12396,925,291,1441348,23404,1404332,16,61,0.0045015128,11,0.0120350109,10032,0.0070089344,0.0095998149,0.0060805423,0.0213781957,1.5641025641,48,5991,7621,228,755,3508,1655,1791,2417,1775,905,578,7937,5675,0.0079071332,0.0018404101,1449,156,6929,367,171,164,56,50,1404,72,71,185,38,32,1393,149,20,906
17JUL20,13672,12460,919,293,1451017,23110,1414235,16,60,0.0044078754,-6,-0.006486486,9669,0.0067083036,0.0095748533,0.0062053987,0.0214306612,0.9836065574,64,6026,7646,231,756,3517,1669,1805,2425,1781,908,580,7978,5694,0.0058420965,0.0032804094,1458,156,6929,367,176,165,56,50,1419,72,71,185,38,32,1393,151,23,931
18JUL20,13711,12519,898,294,1460204,22923,1423570,19,39,0.0028525453,-21,-0.022850925,9187,0.0063314213,0.0095395403,0.004245129,0.0214426373,0.65,59,6049,7662,234,760,3527,1674,1814,2432,1781,909,580,8009,5702,0.0038167939,0.0020925974,1464,157,6932,369,176,165,57,50,1429,72,71,185,38,33,1393,153,24,943
19JUL20,13745,12556,894,295,1465299,21953,1429601,19,34,0.0024797608,-4,-0.004454343,5095,0.0034892385,0.0095230111,0.006673209,0.0214623499,0.8717948718,37,6070,7675,237,762,3531,1684,1817,2435,1787,911,581,8031,5714,0.0034716482,0.0016966849,1474,157,6932,370,186,166,57,50,1433,72,71,185,38,33,1393,153,25,950
20JUL20,13771,12572,903,296,1470193,21302,1435120,19,26,0.0018915969,9,0.0100671141,4894,0.0033399327,0.0095045107,0.0053126277,0.0214944448,0.7647058824,16,6089,7682,239,764,3539,1688,1821,2439,1788,911,582,8051,5720,0.0031301483,0.0009120521,1477,157,6934,372,187,166,57,50,1434,72,71,186,39,35,1394,155,25,960
21JUL20,13816,12643,877,296,1482390,23864,1444710,21,45,0.0032677365,-26,-0.028792913,12197,0.0082961897,0.0094725771,0.0036894318,0.0214244354,1.7307692308,71,6114,7702,240,765,3551,1696,1824,2444,1791,919,586,8076,5740,0.0041057645,0.0026034887,1498,157,6936,372,187,166,57,50,1436,72,71,186,39,35,1395,155,26,978
22JUL20,13879,12698,884,297,1492071,21751,1456441,21,63,0.0045599305,7,0.007981756,9681,0.0065306701,0.0094394418,0.0065075922,0.0213992363,1.4,55,6153,7726,240,772,3559,1704,1834,2453,1802,925,590,8109,5770,0.0063788027,0.0031160737,1514,157,6937,377,191,166,57,50,1451,72,72,187,39,35,1395,156,26,997
23JUL20,13938,12758,883,297,1500854,21418,1465498,18,59,0.0042510267,-1,-0.001131222,8783,0.0058864491,0.0094211578,0.0067175225,0.0213086526,0.9365079365,60,6192,7746,240,776,3578,1707,1842,2465,1811,929,590,8143,5795,0.0063383715,0.0025886617,1526,159,6937,380,200,166,57,50,1479,72,72,187,39,35,1395,156,26,1002
24JUL20,13979,12817,864,298,1510327,20559,1475789,16,41,0.0029415985,-19,-0.021517554,9473,0.0063117398,0.0093833402,0.0043280904,0.0213176908,0.6949152542,59,6215,7764,241,777,3581,1712,1848,2473,1822,933,592,8159,5820,0.0037144703,0.00232378,1547,161,6939,380,202,166,57,50,1487,72,72,187,39,35,1396,158,26,1005
25JUL20,14092,12866,928,298,1518634,19681,1484861,15,113,0.0080835539,64,0.0740740741,8307,0.0055001334,0.0094012287,0.0136029854,0.0211467499,2.756097561,49,6311,7781,242,778,3594,1750,1882,2487,1830,935,594,8246,5846,0.0154465004,0.002189593,1558,166,6939,380,202,166,58,50,1501,72,72,187,39,36,1396,158,26,1086
26JUL20,14150,12890,962,298,1522926,19214,1489562,15,58,0.0041158104,34,0.036637931,4292,0.0028262241,0.0094100466,0.0135135135,0.0210600707,0.5132743363,24,6360,7790,242,778,3598,1763,1897,2505,1835,936,596,8278,5872,0.0077642212,0.0011566637,1565,167,6939,380,203,166,58,50,1508,72,72,187,39,36,1396,158,26,1128
27JUL20,14175,12905,971,299,1526974,18770,1494029,14,25,0.0017667845,9,0.0093555094,4048,0.0026580412,0.0093985959,0.0061758893,0.0210934744,0.4310344828,15,6372,7803,243,779,3603,1770,1900,2506,1837,940,597,8295,5880,0.0018867925,0.0016688062,1574,168,6939,380,203,166,58,50,1514,72,73,188,39,36,1396,158,26,1135
28JUL20,14203,13007,896,300,1537704,20444,1503057,12,28,0.0019753086,-75,-0.077239959,10730,0.0070269697,0.0093609533,0.0026095061,0.0211222981,1.12,102,6394,7809,245,781,3607,1774,1907,2511,1840,941,597,8314,5889,0.0034526051,0.000768935,1580,170,6939,380,203,166,58,50,1520,72,73,189,39,38,1397,158,26,1145
29JUL20,14251,13069,882,300,1547307,19326,1513730,12,48,0.0033795677,-14,-0.015625,9603,0.0062450251,0.0093266867,0.004998438,0.0210511543,1.7142857143,62,6426,7825,245,782,3613,1790,1918,2516,1844,946,597,8348,5903,0.0050046919,0.0020489179,1589,171,6939,383,204,166,59,50,1531,72,73,189,39,38,1398,158,26,1166
30JUL20,14269,13132,837,300,1556215,19018,1522928,13,18,0.0012630693,-45,-0.051020408,8908,0.0057570993,0.0092824797,0.0020206556,0.0210245988,0.375,63,6439,7830,245,785,3615,1796,1922,2516,1850,946,597,8363,5909,0.0020230314,0.0006389776,1592,171,6939,383,204,166,59,50,1536,72,73,189,39,38,1399,159,26,1174
31JUL20,14305,13183,821,301,1563796,18330,1531161,12,36,0.0025229519,-16,-0.01911589,7581,0.0048714349,0.0092561079,0.0047487139,0.0210415938,2,51,6463,7842,246,782,3620,1809,1930,2520,1853,947,598,8387,5918,0.0037272868,0.001532567,1600,171,6940,383,204,166,59,50,1546,74,73,190,39,38,1401,159,26,1186
01AUG20,14336,13233,802,301,1571830,18278,1539216,13,31,0.0021670744,-19,-0.023142509,8034,0.0051374988,0.0092278855,0.0038586009,0.0209960938,0.8611111111,50,6486,7850,247,782,3620,1819,1936,2528,1858,948,598,8404,5932,0.0035587189,0.0010201479,1602,172,6940,384,204,166,59,50,1553,74,73,190,39,38,1402,159,26,1205
02AUG20,14366,13259,806,301,1576246,17768,1544112,13,30,0.0020926339,4,0.0049875312,4416,0.0028094641,0.0092179678,0.0067934783,0.0209522484,0.9677419355,26,6507,7859,249,782,3625,1826,1944,2532,1860,949,599,8426,5940,0.0032377428,0.0011464968,1607,173,6942,384,205,166,59,50,1556,74,73,190,39,38,1403,159,26,1222
03AUG20,14389,13280,808,301,1579757,17401,1547967,13,23,0.0016010024,2,0.0024813896,3511,0.0022274442,0.0092098088,0.0065508402,0.0209187574,0.7666666667,21,6522,7867,251,785,3629,1829,1946,2536,1864,950,599,8440,5949,0.0023052098,0.0010179412,1612,173,6942,384,205,166,59,50,1557,74,73,190,39,38,1404,161,26,1236
04AUG20,14423,13352,770,301,1589780,18724,1556633,13,34,0.0023629161,-38,-0.047029703,10023,0.0063446467,0.0091804493,0.0033921979,0.0208694446,1.4782608696,72,6545,7878,255,790,3635,1834,1952,2540,1866,950,601,8466,5957,0.0035265256,0.0013982458,1621,174,6942,385,207,166,59,50,1568,74,74,190,39,39,1405,161,26,1243
05AUG20,14456,13406,748,302,1598187,18490,1565241,14,33,0.0022880122,-22,-0.028571429,8407,0.0052881531,0.009151122,0.0039253003,0.0208909795,0.9705882353,54,6568,7888,256,793,3641,1841,1956,2546,1871,951,601,8487,5969,0.0035141329,0.0012693577,1627,174,6943,386,208,166,59,50,1575,75,80,190,39,39,1405,165,26,1249
06AUG20,14499,13501,696,302,1606487,18031,1573957,18,43,0.0029745434,-52,-0.069518717,8300,0.0051933848,0.0091277316,0.0051807229,0.0208290227,1.303030303,95,6602,7897,256,797,3654,1844,1959,2554,1880,954,601,8510,5989,0.0051766139,0.0011409736,1636,177,6943,386,208,166,59,50,1588,77,81,192,39,41,1409,166,26,1255
07AUG20,14519,13543,673,303,1613652,17068,1582065,18,20,0.0013794055,-23,-0.033045977,7165,0.0044600423,0.0090937902,0.0027913468,0.0208692059,0.4651162791,42,6615,7904,256,801,3657,1845,1964,2556,1885,954,601,8523,5996,0.0019691003,0.0008864126,1645,177,6943,386,208,166,59,50,1593,77,81,192,39,41,1410,166,26,1260
08AUG20,14562,13629,629,304,1620514,16105,1589847,17,43,0.0029616365,-44,-0.0653789,6862,0.0042524658,0.0090762393,0.0062663946,0.0208762533,2.15,86,6638,7924,257,802,3664,1849,1968,2566,1898,957,601,8540,6022,0.0034769463,0.0025303644,1662,177,6944,388,208,166,59,50,1611,77,81,192,39,41,1410,166,26,1265
09AUG20,14598,13642,651,305,1624650,16803,1593249,16,36,0.0024721879,22,0.0349761526,4136,0.0025522766,0.0090792221,0.0087040619,0.0208932731,0.8372093023,13,6655,7943,261,803,3671,1854,1971,2573,1905,957,603,8560,6038,0.0025610124,0.0023977789,1675,177,6945,389,210,166,60,50,1626,77,82,193,39,41,1410,166,26,1266
10AUG20,14626,13658,663,305,1628303,16396,1597281,16,28,0.001918071,12,0.0184331797,3653,0.0022484843,0.0090737245,0.0076649329,0.020853275,0.7777777778,16,6669,7957,261,803,3675,1857,1974,2577,1919,958,603,8570,6057,0.0021036814,0.0017625582,1688,178,6945,389,210,166,60,50,1632,77,82,193,39,42,1411,166,26,1272
11AUG20,14660,13729,626,305,1637844,17489,1605695,15,34,0.0023246274,-37,-0.055806938,9541,0.0058594746,0.0090474001,0.0035635678,0.0208049113,1.2142857143,71,6689,7971,261,803,3681,1862,1978,2586,1925,961,603,8585,6075,0.0029989504,0.0017594571,1694,187,6945,389,210,166,60,50,1645,77,82,195,40,42,1411,166,26,1275
12AUG20,14714,13786,623,305,1646652,17375,1614563,15,54,0.0036834925,-3,-0.004792332,8808,0.0053778015,0.0090309996,0.0061307902,0.0207285578,1.5882352941,57,6723,7991,262,810,3685,1873,1990,2598,1927,964,605,8620,6094,0.005082972,0.0025090955,1709,191,6945,389,216,167,60,50,1664,77,82,196,40,42,1411,166,26,1283
13AUG20,14770,13817,648,305,1654898,17798,1622330,15,56,0.0038058991,25,0.0401284109,8246,0.0050077369,0.0090220512,0.0067911715,0.0206499661,1.037037037,31,6754,8016,264,816,3696,1885,1995,2608,1933,966,607,8656,6114,0.0046110367,0.0031285196,1735,193,6946,389,218,167,61,50,1681,77,82,197,42,42,1411,167,26,1286
14AUG20,14873,13863,705,305,1665084,20132,1630079,14,103,0.0069735951,57,0.087962963,10186,0.0061550621,0.0090416012,0.0101119183,0.0205069589,1.8392857143,46,6805,8068,268,826,3710,1902,2011,2627,1948,972,609,8717,6156,0.0075510808,0.0064870259,1767,198,6946,393,220,167,62,50,1728,78,82,200,42,42,1412,167,26,1293
15AUG20,15039,13901,833,305,1675296,21618,1638639,14,166,0.0111611645,128,0.1815602837,10212,0.0061330239,0.0090942735,0.0162553858,0.0202806038,1.6116504854,38,6875,8164,272,836,3742,1922,2035,2660,1977,983,612,8807,6232,0.010286554,0.0118988597,1841,201,6946,399,221,168,62,50,1800,81,82,202,43,42,1412,168,26,1295
16AUG20,15318,13910,1103,305,1681787,22005,1644464,13,279,0.0185517654,270,0.3241296519,6491,0.0038745392,0.0092289228,0.0429825913,0.0199112156,1.6807228916,9,6977,8341,275,859,3781,1950,2070,2718,2033,1014,618,8935,6383,0.0148363636,0.0216805488,1987,208,6947,408,228,168,65,50,1898,81,83,207,43,42,1412,170,26,1295
17AUG20,15515,13917,1293,305,1688470,22964,1649991,13,197,0.0128606868,190,0.1722574796,6683,0.0039737494,0.0093154873,0.0294777794,0.0196583951,0.70609319,7,7052,8463,280,872,3803,1977,2093,2756,2081,1028,625,9025,6490,0.0107496058,0.0146265436,2077,215,6948,415,235,170,65,50,1968,82,86,211,44,42,1414,170,26,1297
18AUG20,15761,13934,1521,306,1697042,25219,1656062,9,246,0.0158556236,228,0.1763341067,8572,0.0050767855,0.0094274334,0.0286980868,0.0194150117,1.2487309645,17,7142,8619,285,890,3820,2004,2120,2817,2148,1050,627,9119,6642,0.0127623369,0.0184331797,2209,222,6954,433,239,170,68,50,2020,84,87,216,51,42,1417,170,26,1303
19AUG20,16058,14006,1746,306,1715064,31022,1667984,12,297,0.018843982,225,0.1479289941,18022,0.0106196547,0.0095353916,0.016479858,0.0190559223,1.2073170732,72,7251,8807,299,907,3849,2036,2159,2875,2220,1079,634,9250,6808,0.0152618314,0.0218122752,2360,231,6956,441,245,170,68,52,2119,90,89,219,52,44,1420,171,26,1305
20AUG20,16346,14063,1976,307,1734083,34998,1682739,12,288,0.0179349857,230,0.1317296678,19019,0.0110893821,0.0096204722,0.015142752,0.0187813532,0.9696969697,57,7384,8962,311,942,3879,2071,2191,2930,2268,1109,645,9394,6952,0.0183422976,0.0175996367,2495,246,6959,451,246,178,68,53,2204,95,90,224,58,47,1425,174,26,1307
21AUG20,16670,14120,2241,309,1754123,38045,1699408,18,324,0.019821363,265,0.1341093117,20040,0.0115565403,0.0097140107,0.0161676647,0.0185362927,1.125,57,7532,9138,311,961,3921,2111,2233,2991,2342,1143,651,9537,7127,0.0200433369,0.0196384736,2621,254,6963,469,251,185,69,56,2307,104,93,237,63,53,1431,178,26,1310
22AUG20,17002,14169,2524,309,1775800,42427,1716371,24,332,0.0199160168,283,0.1262829094,21677,0.0123577423,0.0098086217,0.0153157725,0.0181743324,1.024691358,49,7677,9325,328,980,3976,2151,2281,3057,2398,1177,654,9716,7286,0.0192511949,0.0204639965,2749,257,6972,491,262,190,72,57,2402,120,95,244,67,60,1435,187,28,1314
23AUG20,17399,14200,2890,309,1791186,47564,1726223,29,397,0.0233501941,366,0.1450079239,15386,0.008664264,0.0099786536,0.0258026778,0.0177596414,1.1957831325,31,7834,9565,344,1015,4010,2191,2343,3139,2485,1204,668,9903,7496,0.0204506969,0.0257372654,2889,259,6978,523,279,205,75,57,2527,135,98,254,67,74,1437,196,28,1318
24AUG20,17665,14219,3137,309,1804422,47995,1738762,31,266,0.015288235,247,0.085467128,13236,0.0073895173,0.0100573494,0.020096706,0.0174922162,0.6700251889,19,7952,9713,353,1028,4040,2226,2382,3187,2537,1228,684,10029,7636,0.0150625479,0.0154730789,2986,262,6978,543,280,215,76,60,2612,141,108,262,71,81,1443,197,28,1322
25AUG20,17945,14286,3349,310,1825837,50362,1757530,37,280,0.0158505519,212,0.0675804909,21415,0.0118680663,0.0101071544,0.0130749475,0.017275007,1.0526315789,67,8089,9856,368,1047,4081,2256,2415,3240,2587,1258,693,10167,7778,0.0172283702,0.0147225368,3120,265,6983,558,284,226,76,63,2684,149,110,271,75,82,1444,199,31,1325
26AUG20,18265,14368,3585,312,1849506,52795,1778446,42,320,0.0178322653,236,0.0704687967,23669,0.0129633697,0.0101657974,0.0135197938,0.0170818505,1.1428571429,82,8234,10031,381,1060,4118,2303,2457,3300,2644,1292,710,10319,7946,0.0179255779,0.0177556818,3232,269,6986,585,291,233,78,63,2782,167,110,283,82,95,1444,204,33,1328
27AUG20,18706,14461,3932,313,1869579,52041,1798832,46,441,0.0241445387,347,0.0967921897,20073,0.0108531684,0.0102919444,0.0219698102,0.0167325992,1.378125,93,8441,10265,390,1087,4170,2353,2527,3408,2709,1333,729,10527,8179,0.0251396648,0.0233276842,3386,277,6999,644,330,236,80,63,2884,181,111,298,84,108,1448,212,34,1331
28AUG20,19077,14551,4210,316,1887717,50711,1817929,58,371,0.0198332086,278,0.0707019329,18138,0.0097016494,0.0103848327,0.0204542949,0.0165644493,0.8412698413,90,8616,10461,406,1104,4202,2401,2580,3481,2773,1381,749,10693,8384,0.0207321407,0.0190940088,3532,285,7007,671,347,239,81,65,2997,184,116,307,86,120,1449,216,36,1339
29AUG20,19400,14765,4314,321,1909329,54046,1835883,64,323,0.0169313833,104,0.0247030879,21612,0.01144875,0.0104566258,0.0149454007,0.0165463918,0.8706199461,214,8757,10643,422,1122,4233,2437,2627,3535,2840,1417,767,10841,8559,0.0163649025,0.0173979543,3657,291,7013,691,363,243,81,65,3101,184,122,315,86,129,1450,228,37,1344
30AUG20,19699,14903,4473,323,1924170,58021,1846450,70,299,0.0154123711,159,0.0368567455,14841,0.0077728878,0.0105559631,0.0201468904,0.0163967714,0.9256965944,138,8911,10788,432,1134,4277,2476,2664,3590,2913,1438,775,10983,8716,0.0175859313,0.0136239782,3773,297,7043,704,365,249,84,66,3181,186,127,323,86,137,1453,235,39,1351
31AUG20,19947,14973,4650,324,1937689,57876,1859866,79,248,0.0125894715,177,0.0395707579,13519,0.0070258865,0.0106111619,0.0183445521,0.0162430441,0.8294314381,70,9025,10922,442,1145,4320,2491,2692,3639,2968,1464,786,11090,8857,0.012793177,0.0124212088,3867,301,7047,718,374,256,89,67,3260,189,128,332,87,142,1455,236,45,1354
01SEP20,20182,15198,4660,324,1959080,56743,1882155,104,235,0.0117812202,10,0.0021505376,21391,0.0110394392,0.0106090561,0.0109859287,0.0160539094,0.9475806452,225,9139,11043,456,1162,4345,2515,2717,3684,3013,1464,796,11195,8957,0.0126315789,0.011078557,3961,304,7049,740,378,264,95,67,3323,193,129,339,87,146,1464,239,46,1358
02SEP20,20449,15356,4767,326,1980295,56748,1903098,123,267,0.0132296105,107,0.0229613734,21215,0.0108290626,0.0106308814,0.0125854348,0.0159420999,1.1361702128,158,9272,11177,466,1174,4388,2540,2741,3732,3064,1534,810,11309,9140,0.0145530146,0.0121343838,4062,311,7062,751,388,278,100,67,3407,195,130,346,87,149,1468,240,47,1361
03SEP20,20644,15529,4786,329,2000552,55524,1924384,154,195,0.0095359186,19,0.0039857353,20257,0.010229284,0.010613729,0.009626302,0.0159368339,0.7303370787,173,9359,11285,473,1181,4410,2561,2770,3768,3098,1556,827,11395,9249,0.0093830889,0.0096627002,4131,315,7065,767,394,282,108,67,3471,199,131,353,87,155,1468,240,47,1364
04SEP20,20842,15783,4728,331,2021906,55266,1945798,157,198,0.0095911645,-58,-0.012118679,21354,0.010674054,0.0105977708,0.0092722675,0.0158813933,1.0153846154,254,9453,11389,482,1188,4427,2585,2797,3807,3136,1578,842,11479,9363,0.0100438081,0.0092157732,4201,319,7072,770,405,286,111,67,3527,202,135,374,87,156,1472,243,47,1368
05SEP20,21010,16009,4668,333,2037045,52077,1963958,159,168,0.0080606468,-60,-0.012690355,15139,0.0074874895,0.0105845535,0.0110971663,0.0158495954,0.8484848485,226,9535,11475,485,1194,4441,2604,2816,3845,3178,1596,851,11540,9470,0.0086744949,0.0075511458,4251,329,7077,784,413,288,112,67,3578,205,139,378,89,156,1473,251,48,1372
06SEP20,21177,16146,4697,334,2045935,49621,1975137,163,167,0.0079485959,29,0.0062125107,8890,0.0043641648,0.0106080506,0.0187851519,0.0157718279,0.994047619,137,9614,11563,493,1197,4460,2619,2841,3880,3218,1612,858,11610,9568,0.0082852648,0.0076688453,4314,331,7082,796,420,293,113,67,3625,210,141,380,90,159,1475,257,48,1376
07SEP20,21296,16297,4663,336,2051297,47109,1982892,162,119,0.005619304,-34,-0.007238663,5362,0.0026208066,0.0106257497,0.0221932115,0.0157776108,0.7125748503,151,9680,11616,496,1202,4473,2636,2857,3902,3238,1632,860,11664,9632,0.0068649886,0.0045835856,4362,340,7084,797,429,298,116,67,3656,210,141,383,91,159,1475,260,48,1380
08SEP20,21432,16636,4455,341,2066078,43370,2001276,150,136,0.0063861758,-208,-0.044606477,14781,0.007205685,0.0105956965,0.0092010013,0.0159107876,1.1428571429,339,9753,11679,501,1210,4485,2653,2874,3936,3264,1646,863,11723,9709,0.0075413223,0.0054235537,4429,341,7086,799,442,302,119,68,3687,210,142,383,94,160,1478,260,48,1384
09SEP20,21588,17023,4221,344,2082234,36533,2024113,154,156,0.0072788354,-234,-0.052525253,16156,0.0078196467,0.0105528618,0.0096558554,0.0159347786,1.1470588235,387,9829,11759,507,1218,4492,2669,2889,3964,3312,1668,869,11775,9813,0.0077924741,0.0068499015,4478,343,7088,800,459,310,123,70,3742,210,143,391,95,161,1478,261,48,1388
10SEP20,21743,17360,4037,346,2099591,33018,2044830,169,155,0.0071799148,-184,-0.043591566,17357,0.0083357586,0.0105212833,0.0089301147,0.0159131675,0.9935897436,337,9905,11838,519,1222,4505,2682,2906,3993,3356,1680,880,11834,9909,0.007732221,0.0067182584,4526,344,7089,805,464,321,127,70,3792,212,146,403,96,163,1481,262,50,1392
11SEP20,21919,17616,3953,350,2119211,29423,2067869,175,176,0.0080945592,-84,-0.02080753,19620,0.0093446771,0.0104886237,0.0089704383,0.0159678817,1.135483871,256,9982,11937,522,1225,4527,2701,2928,4027,3396,1696,897,11903,10016,0.0077738516,0.0083628991,4589,347,7090,813,472,332,132,70,3839,212,147,417,96,165,1483,262,52,1401
12SEP20,22055,18029,3671,355,2135457,27826,2085576,164,136,0.0062046626,-282,-0.071338224,16246,0.0076660606,0.0104643555,0.0083712914,0.0160961233,0.7727272727,413,10063,11992,526,1230,4543,2713,2946,4061,3425,1710,901,11958,10097,0.0081146063,0.0046075228,4639,351,7094,821,475,339,133,70,3871,215,147,423,97,166,1485,265,53,1411
13SEP20,22176,18226,3592,358,2143270,27705,2093389,157,121,0.0054862843,-79,-0.021520022,7813,0.0036587016,0.0104823061,0.0154870088,0.0161435786,0.8897058824,197,10126,12050,530,1233,4567,2727,2957,4080,3455,1722,905,12014,10162,0.0062605585,0.0048365577,4670,354,7108,824,478,341,140,70,3903,216,147,434,99,166,1487,268,53,1418
14SEP20,22285,18489,3433,363,2151002,27476,2101241,157,109,0.0049152237,-159,-0.044265033,7732,0.0036075716,0.0104943382,0.0140972581,0.0162889836,0.9008264463,263,10177,12108,532,1236,4584,2738,2968,4104,3481,1734,908,12058,10227,0.0050365396,0.004813278,4711,357,7112,834,481,342,141,70,3933,216,147,442,100,166,1488,269,53,1423
15SEP20,22391,18878,3146,367,2164578,27310,2114877,158,106,0.0047565627,-287,-0.08360035,13576,0.0063114772,0.0104764587,0.0078078963,0.016390514,0.9724770642,389,10225,12166,538,1244,4592,2748,2986,4122,3506,1745,910,12108,10283,0.0047165176,0.0047902213,4743,361,7112,843,482,345,141,70,3972,217,149,445,101,166,1489,271,56,1428
16SEP20,22504,19310,2827,367,2178832,25842,2130486,160,113,0.0050466705,-319,-0.101398601,14254,0.0065851173,0.0104524406,0.0079275993,0.0163082119,1.0660377358,432,10292,12212,539,1247,4606,2757,3003,4144,3531,1763,914,12152,10352,0.0065525672,0.0037810291,4794,365,7116,852,484,346,141,70,3998,217,151,447,106,166,1491,274,56,1430
17SEP20,22657,19543,2742,372,2191892,25508,2143727,160,153,0.0067987913,-85,-0.030067209,13060,0.0059940372,0.0104584413,0.0117151608,0.0164187668,1.3539823009,233,10366,12291,544,1255,4631,2768,3023,4180,3558,1780,918,12221,10436,0.0071900505,0.0064690468,4857,367,7118,859,485,348,141,70,4052,217,151,457,106,167,1497,277,56,1432
18SEP20,22783,19771,2635,377,2206365,25403,2158179,150,126,0.0055611952,-107,-0.039022611,14473,0.0066029713,0.0104463076,0.0087058661,0.0165474257,0.8235294118,228,10423,12360,547,1259,4647,2785,3044,4204,3582,1792,923,12282,10501,0.0054987459,0.0056138638,4904,369,7120,865,485,350,141,70,4089,217,154,463,114,167,1502,281,58,1434
19SEP20,22893,19970,2545,378,2219162,24705,2171564,152,110,0.0048281613,-90,-0.034155598,12797,0.0058000376,0.0104321935,0.0085957646,0.0165115974,0.873015873,199,10468,12425,548,1264,4653,2792,3053,4239,3608,1807,929,12310,10583,0.004317375,0.0052588997,4944,371,7122,876,485,352,141,70,4130,217,155,467,115,167,1506,282,58,1435
20SEP20,22975,20158,2434,383,2226701,24274,2179452,146,82,0.0035818809,-111,-0.043614931,7539,0.0033972283,0.0104316738,0.0108767741,0.0166702938,0.7454545455,188,10516,12459,549,1268,4660,2802,3067,4251,3625,1819,934,12346,10629,0.0045854031,0.0027364185,4972,377,7124,879,485,354,142,70,4156,217,156,468,115,167,1511,283,58,1441
21SEP20,23045,20248,2412,385,2231589,22536,2186008,141,70,0.00304679,-22,-0.00903862,4888,0.0021951757,0.010432072,0.0143207856,0.0167064439,0.8536585366,90,10552,12493,550,1272,4678,2812,3073,4264,3634,1828,934,12385,10660,0.0034233549,0.002728951,4995,385,7125,881,486,356,142,70,4174,217,158,468,115,167,1512,285,58,1451
